Complex	ORF
organophosphate biosynthetic process	GO:0090407	YOR209C
organophosphate biosynthetic process	GO:0090407	YOR270C
organophosphate biosynthetic process	GO:0090407	YOR298W
organophosphate biosynthetic process	GO:0090407	YOR311C
organophosphate biosynthetic process	GO:0090407	YOR347C
organophosphate biosynthetic process	GO:0090407	YOR393W
organophosphate biosynthetic process	GO:0090407	YPL281C
organophosphate biosynthetic process	GO:0090407	YPL271W
organophosphate biosynthetic process	GO:0090407	YPL268W
organophosphate biosynthetic process	GO:0090407	YPL258C
organophosphate biosynthetic process	GO:0090407	YPL227C
organophosphate biosynthetic process	GO:0090407	YPL214C
organophosphate biosynthetic process	GO:0090407	YPL188W
organophosphate biosynthetic process	GO:0090407	YPL175W
organophosphate biosynthetic process	GO:0090407	YPL153C
organophosphate biosynthetic process	GO:0090407	YPL120W
organophosphate biosynthetic process	GO:0090407	YPL117C
organophosphate biosynthetic process	GO:0090407	YPL096C-A
organophosphate biosynthetic process	GO:0090407	YPL078C
organophosphate biosynthetic process	GO:0090407	YPL076W
organophosphate biosynthetic process	GO:0090407	YPL069C
organophosphate biosynthetic process	GO:0090407	YPL057C
organophosphate biosynthetic process	GO:0090407	YPR020W
organophosphate biosynthetic process	GO:0090407	YPR062W
organophosphate biosynthetic process	GO:0090407	YPR113W
organophosphate biosynthetic process	GO:0090407	YPR140W
organophosphate biosynthetic process	GO:0090407	YPR183W
carbohydrate derivative biosynthetic process	GO:1901137	Q0130
carbohydrate derivative biosynthetic process	GO:1901137	Q0080
carbohydrate derivative biosynthetic process	GO:1901137	Q0085
carbohydrate derivative biosynthetic process	GO:1901137	YAL038W
carbohydrate derivative biosynthetic process	GO:1901137	YAL023C
carbohydrate derivative biosynthetic process	GO:1901137	YAR015W
carbohydrate derivative biosynthetic process	GO:1901137	YBL099W
carbohydrate derivative biosynthetic process	GO:1901137	YBL082C
carbohydrate derivative biosynthetic process	GO:1901137	YBL068W
carbohydrate derivative biosynthetic process	GO:1901137	YBL061C
carbohydrate derivative biosynthetic process	GO:1901137	YBL039C
carbohydrate derivative biosynthetic process	GO:1901137	YBR002C
carbohydrate derivative biosynthetic process	GO:1901137	YBR004C
carbohydrate derivative biosynthetic process	GO:1901137	YBR015C
carbohydrate derivative biosynthetic process	GO:1901137	YBR023C
carbohydrate derivative biosynthetic process	GO:1901137	YBR036C
carbohydrate derivative biosynthetic process	GO:1901137	YBR038W
carbohydrate derivative biosynthetic process	GO:1901137	YBR039W
carbohydrate derivative biosynthetic process	GO:1901137	YBR070C
carbohydrate derivative biosynthetic process	GO:1901137	YBR110W
carbohydrate derivative biosynthetic process	GO:1901137	YBR161W
carbohydrate derivative biosynthetic process	GO:1901137	YBR162W-A
carbohydrate derivative biosynthetic process	GO:1901137	YBR196C
carbohydrate derivative biosynthetic process	GO:1901137	YBR199W
carbohydrate derivative biosynthetic process	GO:1901137	YBR205W
carbohydrate derivative biosynthetic process	GO:1901137	YBR221C
carbohydrate derivative biosynthetic process	GO:1901137	YBR242W
carbohydrate derivative biosynthetic process	GO:1901137	YBR243C
carbohydrate derivative biosynthetic process	GO:1901137	YBR252W
carbohydrate derivative biosynthetic process	GO:1901137	YCL052C
carbohydrate derivative biosynthetic process	GO:1901137	YCL040W
carbohydrate derivative biosynthetic process	GO:1901137	YCL005W-A
carbohydrate derivative biosynthetic process	GO:1901137	YCR012W
carbohydrate derivative biosynthetic process	GO:1901137	YCR017C
carbohydrate derivative biosynthetic process	GO:1901137	YCR044C
carbohydrate derivative biosynthetic process	GO:1901137	YDL232W
carbohydrate derivative biosynthetic process	GO:1901137	YDL193W
carbohydrate derivative biosynthetic process	GO:1901137	YDL103C
carbohydrate derivative biosynthetic process	GO:1901137	YDL095W
carbohydrate derivative biosynthetic process	GO:1901137	YDL093W
carbohydrate derivative biosynthetic process	GO:1901137	YDL055C
carbohydrate derivative biosynthetic process	GO:1901137	YDL021W
carbohydrate derivative biosynthetic process	GO:1901137	YDL004W
carbohydrate derivative biosynthetic process	GO:1901137	YDR020C
